student_id,concept_id,attempts,correct,accuracy,predicted_prob,time_interval_days,forgetting_score
4565,85,7,1,0.14285714285714285,0.14285714285714285,11.964472280092592,0.685307290655867
4565,101,6,1,0.16666666666666666,0.16666666666666666,11.964442164351853,0.6662706408157683
4565,106,4,1,0.25,0.25,11.959318657407408,0.5995920802592257
4565,53,4,1,0.25,0.25,11.959318657407408,0.5995920802592257
4565,5,6,2,0.3333333333333333,0.3333333333333333,10.16554664351852,0.514755010116909
4565,170,1,0,0.0,0.0,3.0017409375,0.500145036041886
4565,19,1,0,0.0,0.0,3.000656087962963,0.5000546680190753
4565,118,1,0,0.0,0.0,3.0,0.5
4565,27,5,2,0.4,0.4,10.162951724537036,0.46325255629065154
4565,7,16,7,0.4375,0.4375,10.162586273148149,0.43429571210541484
4565,65,2,1,0.5,0.5,11.96522767361111,0.3997676458578027
4565,139,2,1,0.5,0.5,10.167398136574073,0.3860822780292817
4565,60,6,3,0.5,0.5,10.16554664351852,0.38606625758768176
4565,8,10,5,0.5,0.5,10.163310104166667,0.38604689944019505
4565,135,3,2,0.6666666666666666,0.6666666666666666,10.163925520833335,0.25736815118326783
4565,58,3,2,0.6666666666666666,0.6666666666666666,10.161174965277779,0.25735227521061776
4565,4,6,4,0.6666666666666666,0.6666666666666666,10.161174965277779,0.25735227521061776
4565,56,19,14,0.7368421052631579,0.7368421052631579,10.161174965277779,0.20317284885048773
4565,24,8,7,0.875,0.875,10.162209421296296,0.09650934254295827
4565,40,1,1,1.0,1.0,11.963446539351851,0.0
4565,18,1,1,1.0,1.0,11.963159108796296,0.0
4565,23,1,1,1.0,1.0,11.960483912037036,0.0
4565,45,1,1,1.0,1.0,11.960475659722222,0.0
4565,54,1,1,1.0,1.0,11.959326412037038,0.0
4565,59,1,1,1.0,1.0,10.169578101851853,0.0
4565,61,1,1,1.0,1.0,10.168905787037037,0.0
4565,137,1,1,1.0,1.0,10.167722430555555,0.0
4565,138,1,1,1.0,1.0,10.166489351851853,0.0
4565,96,2,2,1.0,1.0,10.161872268518518,0.0
4565,143,2,2,1.0,1.0,10.165243657407407,0.0
4565,55,1,1,1.0,1.0,10.163310104166667,0.0
4565,159,2,2,1.0,1.0,10.162586273148149,0.0
4565,158,1,1,1.0,1.0,10.162209421296296,0.0
4565,146,1,1,1.0,1.0,3.0021561689814815,0.0
4565,9,1,1,1.0,1.0,3.0011215162037033,0.0
2415,99,1,0,0.0,0.0,28.365611365740737,0.904353849028533
2415,64,1,0,0.0,0.0,28.36110832175926,0.9043401154952642
2415,40,1,0,0.0,0.0,28.360588483796295,0.9043385298222298
2415,104,1,0,0.0,0.0,28.35987193287037,0.9043363440251967
2415,46,1,0,0.0,0.0,28.35961986111111,0.9043355750711671
2415,50,1,0,0.0,0.0,28.357107881944447,0.9043279115122919
2415,54,1,0,0.0,0.0,28.35309872685185,0.9043156778174943
2415,52,1,0,0.0,0.0,28.353098391203705,0.9043156767931533
2415,107,1,0,0.0,0.0,28.353097870370373,0.9043156752036585
2415,41,1,0,0.0,0.0,19.566913738425924,0.8670620167749508
2415,117,1,0,0.0,0.0,19.566352291666664,0.8670587093019972
2415,43,1,0,0.0,0.0,19.565791631944442,0.8670554063012281
2415,22,1,0,0.0,0.0,19.55626454861111,0.8669992545292823
2415,95,1,0,0.0,0.0,19.554941574074075,0.8669914532854135
2415,39,1,0,0.0,0.0,19.550286111111113,0.8669639939281382
2415,161,1,0,0.0,0.0,19.548833368055554,0.8669554228801019
2415,20,2,0,0.0,0.0,19.54530403935185,0.8669345955697191
2415,106,4,1,0.25,0.25,28.353097870370373,0.6782367564027438
2415,53,4,1,0.25,0.25,28.353097870370373,0.6782367564027438
2415,60,2,1,0.5,0.5,28.365611365740737,0.4521769245142665
2415,65,2,1,0.5,0.5,28.362126608796295,0.4521716107230022
2415,101,6,3,0.5,0.5,28.361108159722225,0.45217005750050365
2415,127,4,2,0.5,0.5,19.558055902777777,0.4335049081150964
2415,19,2,1,0.5,0.5,19.551639594907407,0.4334859891810825
2415,103,2,1,0.5,0.5,19.54374164351852,0.433462686730565
2415,8,7,4,0.5714285714285714,0.5714285714285714,28.36307854166667,0.38757691063830607
2415,27,3,2,0.6666666666666666,0.6666666666666666,28.361108159722225,0.3014467050003358
2415,85,7,5,0.7142857142857143,0.7142857142857143,28.361108159722225,0.2583828900002878
2415,16,4,2,0.5,0.5,3.0,0.25
2415,7,8,6,0.75,0.75,28.362125613425924,0.22608580460251299
2415,58,1,1,1.0,1.0,28.366251342592594,0.0
2415,56,1,1,1.0,1.0,28.366251342592594,0.0
2415,5,2,2,1.0,1.0,28.365359618055557,0.0
2415,98,1,1,1.0,1.0,28.365958645833334,0.0
2415,2,1,1,1.0,1.0,28.365359618055557,0.0
2415,100,1,1,1.0,1.0,28.365359618055557,0.0
2415,89,1,1,1.0,1.0,28.364256689814813,0.0
2415,24,1,1,1.0,1.0,28.364255127314816,0.0
2415,91,3,3,1.0,1.0,28.362125613425924,0.0
2415,63,1,1,1.0,1.0,28.361108171296298,0.0
2415,102,3,3,1.0,1.0,19.54611337962963,0.0
2415,18,1,1,1.0,1.0,28.360409386574077,0.0
2415,45,1,1,1.0,1.0,28.357108368055556,0.0
2415,105,1,1,1.0,1.0,28.357107881944447,0.0
2415,79,1,1,1.0,1.0,28.353098541666668,0.0
2415,47,1,1,1.0,1.0,24.57143065972222,0.0
2415,13,1,1,1.0,1.0,24.569453935185184,0.0
2415,167,1,1,1.0,1.0,19.56663133101852,0.0
